Data from Reflection__4__16-21-24-656.txt Node

Date: Wed Jun 26 16:21:24 BST 2024
User: olympus
Spectrometer: FLMS03779
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
340.243	-1538.89
340.624	-1538.89
341.004	-1538.89
341.385	219.84
341.766	-175.47
342.147	416.67
342.527	-106.84
342.908	57.69
343.289	-6.58
343.669	84.43
344.05	203.61
344.43	132.02
344.811	119.78
345.191	-14.25
345.571	106.36
345.952	89.5
346.332	550
346.712	-205.56
347.092	42.26
347.473	-20.87
347.853	457.69
348.233	122.09
348.613	378.57
348.993	11.88
349.373	79.08
349.753	66
350.133	53.08
350.513	45.21
350.892	67.18
351.272	88.65
351.652	91.38
352.032	76.21
352.411	77.9
352.791	88.53
353.17	60.01
353.55	77.89
353.929	43.43
354.309	66.34
354.688	85.5
355.068	68.32
355.447	70.56
355.826	35.86
356.206	58.68
356.585	71.67
356.964	63.22
357.343	65.36
357.722	49.44
358.101	37.26
358.48	57.85
358.859	63.49
359.238	66.64
359.617	44.24
359.996	68.3
360.375	58.45
360.754	68.93
361.132	53.22
361.511	69.85
361.89	59.51
362.268	57.1
362.647	66.3
363.025	60.53
363.404	49.2
363.782	64.08
364.161	58.04
364.539	44.1
364.918	58.56
365.296	54.21
365.674	62.67
366.052	67.13
366.431	59.57
366.809	58.71
367.187	60.46
367.565	53.58
367.943	61.41
368.321	62.21
368.699	66.16
369.077	60.07
369.455	58.97
369.833	54.76
370.21	64.73
370.588	56.1
370.966	59.23
371.343	70.16
371.721	60
372.099	55.71
372.476	61.01
372.854	65.41
373.231	69.13
373.609	63.73
373.986	69.92
374.363	63.22
374.741	57.27
375.118	65.38
375.495	59.92
375.872	55.85
376.25	53.63
376.627	53.02
377.004	67.64
377.381	68.21
377.758	65.27
378.135	53.39
378.512	57.69
378.888	59.29
379.265	58.26
379.642	66.85
380.019	55.79
380.396	55.9
380.772	57.18
381.149	58.46
381.525	59.93
381.902	60.3
382.278	55.2
382.655	59.19
383.031	64.5
383.408	61.53
383.784	58
384.16	62.96
384.537	62.54
384.913	61.16
385.289	63.1
385.665	57.82
386.041	65
386.417	60.88
386.793	63.36
387.169	59.66
387.545	62.85
387.921	61.77
388.297	58.06
388.673	55.55
389.049	58.26
389.424	63.98
389.8	62.6
390.176	64.48
390.551	63.61
390.927	61
391.303	60.46
391.678	66.46
392.053	63.58
392.429	67.83
392.804	60.47
393.18	67.53
393.555	68.14
393.93	63.06
394.305	66.23
394.68	68.92
395.056	66.46
395.431	68.66
395.806	66.51
396.181	68.12
396.556	68.12
396.931	65.67
397.306	67.96
397.68	64.93
398.055	69.54
398.43	64.34
398.805	73.48
399.179	69.22
399.554	70.54
399.929	65.47
400.303	74.26
400.678	69.47
401.052	70.52
401.427	66.49
401.801	74.39
402.175	71.86
402.55	75.94
402.924	73.52
403.298	70.15
403.672	70.31
404.046	69.07
404.421	75.06
404.795	71.91
405.169	70.23
405.543	73.13
405.917	73.2
406.29	72.44
406.664	70.53
407.038	73.37
407.412	69.8
407.786	74.7
408.159	73.4
408.533	73.59
408.907	70.95
409.28	70.43
409.654	71.39
410.027	75.37
410.401	72.82
410.774	74.19
411.147	77.01
411.521	74.22
411.894	78.88
412.267	73.12
412.64	75.7
413.014	72.91
413.387	70.07
413.76	72.07
414.133	68.02
414.506	70.8
414.879	71.88
415.252	73.2
415.624	72.23
415.997	68.49
416.37	72.91
416.743	68.42
417.115	69.9
417.488	71.33
417.861	70.42
418.233	71.39
418.606	69.13
418.978	69.24
419.351	67.81
419.723	69.78
420.096	69.96
420.468	71.58
420.84	67.54
421.212	67.48
421.585	69.63
421.957	65.95
422.329	69.25
422.701	65.66
423.073	65.89
423.445	63.13
423.817	66.03
424.189	66.7
424.561	67.96
424.933	62.72
425.304	66.82
425.676	63.38
426.048	64.06
426.419	64.89
426.791	62.94
427.163	62.67
427.534	64.12
427.906	62.37
428.277	64.65
428.649	64.96
429.02	61.3
429.391	62.26
429.762	63.44
430.134	61
430.505	60.72
430.876	63.47
431.247	63.41
431.618	60.5
431.989	63.51
432.36	58.92
432.731	60.47
433.102	62.38
433.473	62.7
433.844	61.77
434.215	62.64
434.585	59.84
434.956	63.07
435.327	60.02
435.697	57.17
436.068	59.08
436.438	58.98
436.809	55.88
437.179	58.5
437.55	60.25
437.92	59.18
438.29	56.09
438.661	58.74
439.031	59.23
439.401	55.47
439.771	55.23
440.141	56.5
440.511	54.35
440.881	55.32
441.251	55.18
441.621	53.15
441.991	54.3
442.361	51.99
442.731	51.33
443.1	52.53
443.47	53.13
443.84	52.35
444.209	51.96
444.579	52.92
444.949	48.85
445.318	50.03
445.688	50.29
446.057	50.1
446.426	49.19
446.796	48.97
447.165	49.56
447.534	50.6
447.903	47.76
448.273	47.42
448.642	45.15
449.011	34.59
449.38	16.44
449.749	9.63
450.118	5.55
450.487	3.58
450.856	2.35
451.224	2.34
451.593	1.78
451.962	2.08
452.331	2.53
452.699	1.34
453.068	0.63
453.436	1.62
453.805	2.29
454.173	0.92
454.542	1.22
454.91	1.36
455.279	1.69
455.647	1.41
456.015	0.28
456.383	1.92
456.752	1.84
457.12	2.13
457.488	1.36
457.856	0.86
458.224	1.86
458.592	1.5
458.96	0.95
459.328	0.58
459.696	1.53
460.063	1.6
460.431	1.19
460.799	1.09
461.166	0.48
461.534	1.3
461.902	0.56
462.269	2.08
462.637	0.94
463.004	1.19
463.372	1.19
463.739	0.9
464.106	1.1
464.474	1.34
464.841	0.94
465.208	0.43
465.575	1.6
465.942	1.36
466.309	1.01
466.676	0.85
467.043	0.81
467.41	1.23
467.777	0.95
468.144	0.78
468.511	0.75
468.877	0.84
469.244	0.63
469.611	1.59
469.977	1.04
470.344	0.64
470.711	0.54
471.077	0.73
471.444	0.81
471.81	1.06
472.176	0.67
472.543	0.55
472.909	1.02
473.275	0.78
473.641	0.64
474.008	0.64
474.374	1.48
474.74	1.31
475.106	1.79
475.472	2.12
475.838	1.98
476.204	1.79
476.569	1.63
