Data from Reflection__6__16-23-02-753.txt Node

Date: Wed Jun 26 16:23:02 BST 2024
User: olympus
Spectrometer: FLMS03779
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
340.243	1022.22
340.624	1022.22
341.004	1022.22
341.385	704.76
341.766	-77.02
342.147	153.85
342.527	29.47
342.908	170.63
343.289	4.27
343.669	-24.04
344.05	243.3
344.43	-112.36
344.811	51.56
345.191	21.26
345.571	-298.18
345.952	-137.82
346.332	240
346.712	-133.33
347.092	28.28
347.473	19.42
347.853	707.69
348.233	58.91
348.613	1771.43
348.993	30.77
349.373	77.73
349.753	52.21
350.133	52.96
350.513	61.98
350.892	67.02
351.272	76.39
351.652	65.63
352.032	90.44
352.411	61.24
352.791	85.81
353.17	77.82
353.55	53.71
353.929	54.39
354.309	57.02
354.688	73.55
355.068	70.37
355.447	52.44
355.826	44.75
356.206	47.31
356.585	43.52
356.964	69.64
357.343	45.6
357.722	48.67
358.101	47
358.48	52.32
358.859	61.4
359.238	54.87
359.617	44.16
359.996	50.22
360.375	44.03
360.754	59.84
361.132	58.56
361.511	61.13
361.89	50.8
362.268	49.09
362.647	40.33
363.025	39.12
363.404	65.28
363.782	50.17
364.161	55.5
364.539	49.98
364.918	63.56
365.296	54.14
365.674	44.52
366.052	42.81
366.431	43.89
366.809	62.05
367.187	41.84
367.565	49.02
367.943	52.65
368.321	45.92
368.699	56.57
369.077	47.18
369.455	51.76
369.833	45.56
370.21	55.46
370.588	42.33
370.966	47.91
371.343	52.85
371.721	42.78
372.099	47.33
372.476	59.64
372.854	55.29
373.231	48.79
373.609	60.18
373.986	52.16
374.363	58.42
374.741	45.85
375.118	55.44
375.495	55.31
375.872	55.35
376.25	55.77
376.627	44.93
377.004	54.44
377.381	59.47
377.758	57.37
378.135	42.34
378.512	53.66
378.888	53.67
379.265	60.16
379.642	52.73
380.019	49.39
380.396	50.08
380.772	48.99
381.149	52.92
381.525	58.6
381.902	48.07
382.278	48.99
382.655	55.08
383.031	53.65
383.408	54.83
383.784	55.17
384.16	51.36
384.537	52.7
384.913	54.54
385.289	54.61
385.665	59.5
386.041	60.78
386.417	59.39
386.793	52.43
387.169	55.69
387.545	57.47
387.921	50.49
388.297	60.03
388.673	51.88
389.049	58.1
389.424	54
389.8	56.08
390.176	59.45
390.551	64.26
390.927	62.42
391.303	58.03
391.678	57.27
392.053	60.18
392.429	63.28
392.804	52.06
393.18	61.19
393.555	63.04
393.93	51.05
394.305	60.43
394.68	62.95
395.056	63.06
395.431	61.97
395.806	64.4
396.181	66.02
396.556	64.41
396.931	58.56
397.306	61.61
397.68	63.59
398.055	66.04
398.43	66.42
398.805	67.75
399.179	62.54
399.554	64.59
399.929	62.65
400.303	67.57
400.678	64.35
401.052	65.82
401.427	66.07
401.801	63.35
402.175	63.27
402.55	66.91
402.924	68.4
403.298	61.04
403.672	67.95
404.046	65.39
404.421	73.3
404.795	64.95
405.169	68.97
405.543	70.77
405.917	69.86
406.29	69.08
406.664	67.66
407.038	68.2
407.412	63.44
407.786	68.77
408.159	68.09
408.533	71.48
408.907	74.03
409.28	67.39
409.654	68.78
410.027	75.08
410.401	67.39
410.774	68.84
411.147	71.43
411.521	69.87
411.894	69.92
412.267	69.89
412.64	71.85
413.014	71.24
413.387	70.91
413.76	65.76
414.133	65.9
414.506	65.36
414.879	65.51
415.252	70.48
415.624	65.8
415.997	65.27
416.37	67.17
416.743	61.41
417.115	66.14
417.488	63.93
417.861	64.44
418.233	67.88
418.606	63.32
418.978	64.73
419.351	66.11
419.723	65.37
