Data from Reflection__5__16-22-23-754.txt Node

Date: Wed Jun 26 16:22:23 BST 2024
User: olympus
Spectrometer: FLMS03779
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
340.243	-1794.44
340.624	-1794.44
341.004	-1794.44
341.385	345.24
341.766	58.7
342.147	106.41
342.527	-158.42
342.908	-32.52
343.289	-29
343.669	13.93
344.05	56.19
344.43	151.12
344.811	70.44
345.191	108.94
345.571	148.18
345.952	-18.91
346.332	-96.67
346.712	-283.33
347.092	18.35
347.473	32.52
347.853	311.54
348.233	60.85
348.613	-2378.57
348.993	25.73
349.373	14.54
349.753	22.53
350.133	30.52
350.513	14.1
350.892	20.33
351.272	33.46
351.652	8.93
352.032	24.08
352.411	23.29
352.791	4.11
353.17	12.05
353.55	14.13
353.929	12.44
354.309	33.98
354.688	12.44
355.068	12.26
355.447	8.57
355.826	33.17
356.206	19.73
356.585	46.03
356.964	48.72
357.343	34.85
357.722	25.02
358.101	44.58
358.48	28.9
358.859	65.04
359.238	55.49
359.617	41.28
359.996	44.38
360.375	33.51
360.754	53.54
361.132	48.76
361.511	57.23
361.89	47.63
362.268	46.59
362.647	52.66
363.025	45.98
363.404	52.66
363.782	49.52
364.161	43.34
364.539	53.05
364.918	48.1
365.296	39.41
365.674	49.06
366.052	38.15
366.431	38.36
366.809	57.39
367.187	35.1
367.565	40.76
367.943	39.05
368.321	53.16
368.699	50.82
369.077	52.22
369.455	54.14
369.833	57.54
370.21	49.78
370.588	42.15
370.966	50.67
371.343	59.66
371.721	56.44
372.099	56.25
372.476	57.34
372.854	59.61
373.231	63.2
373.609	64.94
373.986	63.96
374.363	54.55
374.741	54.2
375.118	61.61
375.495	67.33
375.872	65.69
376.25	60.64
376.627	54.08
377.004	67.03
377.381	55.75
377.758	61.14
378.135	51.79
378.512	37.35
378.888	28.04
379.265	35.61
379.642	46.92
380.019	49.65
380.396	55.55
380.772	60.1
381.149	58.85
381.525	67.91
381.902	60.16
382.278	61.06
382.655	68.37
383.031	59.47
383.408	55.51
383.784	62.62
384.16	62.34
384.537	58.93
384.913	53.02
385.289	36.01
385.665	21.5
386.041	17.82
386.417	37.28
386.793	34.69
387.169	38
387.545	22.54
387.921	24.47
388.297	41.99
388.673	52.87
389.049	67.26
389.424	69.53
389.8	65.32
390.176	69.22
390.551	69.81
390.927	75.23
391.303	74.27
391.678	67.69
392.053	70.47
392.429	70.37
392.804	67.46
393.18	78.31
393.555	79.05
393.93	71.53
394.305	74.38
394.68	81.3
395.056	79.55
395.431	74.43
395.806	74.27
396.181	70.43
396.556	81.05
396.931	74.26
397.306	73.47
397.68	78.82
398.055	82.23
398.43	82.05
398.805	78.98
399.179	77.33
399.554	79.6
399.929	82.4
400.303	83.39
400.678	79.68
401.052	83.47
401.427	77.93
401.801	81.15
402.175	86.13
402.55	84.25
402.924	80.87
403.298	79.25
403.672	83.53
404.046	82.6
404.421	83.76
404.795	85.02
405.169	86.97
405.543	84.59
405.917	86.98
406.29	86.26
406.664	83.74
407.038	84.24
407.412	83.13
407.786	89.49
408.159	82.01
408.533	85.47
408.907	87.84
409.28	83.6
409.654	84.22
410.027	90.15
410.401	86.83
410.774	86.46
411.147	91.19
411.521	88.73
411.894	86.89
412.267	90.01
412.64	82.41
413.014	84.63
413.387	83.97
413.76	82.16
414.133	80.26
414.506	84.43
